recent_window_s,age_bin_left_s,age_bin_right_s,age_s,state,recent_state,n_at_risk,n_terminated,empirical_estimate,ci_low,ci_high,support_flag,sparse_flag,tie_rule,insufficient_history_rule,bootstrap_unit,n_bootstrap_replicates,uncertainty_type,pooled_or_crossfitted,fold_aggregation_rule,supported_range_indicator,state_definition,conditioning_statement,prediction_type,model_name,model_estimate
5.0,42.0,44.0,42.96341463414634,Mid,mid,82,10,0.12195121951219512,0.058229638009049775,0.1858443188951663,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,44.0,46.0,44.95161290322581,High,high,31,5,0.16129032258064516,0.04875,0.3102163461538461,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,44.0,46.0,44.95977011494253,Low,low,87,20,0.22988505747126436,0.16049382716049382,0.30071917808219173,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,44.0,46.0,44.9468085106383,Mid,mid,47,8,0.1702127659574468,0.08333333333333333,0.2553191489361702,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,46.0,48.0,46.970588235294116,High,high,17,2,0.11764705882352941,0.0,0.21428571428571427,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,46.0,48.0,46.95,Low,low,60,11,0.18333333333333332,0.08209219858156029,0.31184027777777773,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,46.0,48.0,47.0,Mid,mid,30,1,0.03333333333333333,0.0,0.13043478260869565,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,48.0,50.0,49.0,High,high,10,1,0.1,0.0,0.3604166666666657,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,48.0,50.0,48.973684210526315,Low,low,38,6,0.15789473684210525,0.043478260869565216,0.2649999999999999,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,48.0,50.0,48.95454545454545,Mid,mid,33,3,0.09090909090909091,0.0,0.18749999999999983,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,50.0,52.0,51.0,High,high,6,0,0.0,0.0,0.0,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,50.0,52.0,51.0,Low,low,28,4,0.14285714285714285,0.03506773399014779,0.2608695652173913,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,50.0,52.0,50.92857142857143,Mid,mid,28,7,0.25,0.11934046345811053,0.4,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,52.0,54.0,52.833333333333336,High,high,3,2,0.6666666666666666,0.5,1.0,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,52.0,54.0,52.916666666666664,Low,low,24,4,0.16666666666666666,0.042527173913043476,0.3333333333333333,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,52.0,54.0,53.03846153846154,Mid,mid,13,4,0.3076923076923077,0.0869318181818182,0.5776785714285712,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,54.0,56.0,55.5,High,high,1,0,0.0,0.0,0.0,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,54.0,56.0,54.973684210526315,Low,low,19,1,0.05263157894736842,0.0,0.17647058823529413,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,54.0,56.0,54.833333333333336,Mid,mid,3,0,0.0,0.0,0.0,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,56.0,58.0,57.0,High,high,2,0,0.0,0.0,0.0,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,56.0,58.0,56.96666666666667,Low,low,15,2,0.13333333333333333,0.0,0.3333333333333333,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,56.0,58.0,56.833333333333336,Mid,mid,3,1,0.3333333333333333,0.0,1.0,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,58.0,60.0,58.5,High,high,1,0,0.0,0.0,0.0,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,58.0,60.0,58.9,Low,low,10,3,0.3,0.0,0.6,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,58.0,60.0,59.25,Mid,mid,4,0,0.0,0.0,0.0,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,60.0,62.0,61.07142857142857,Low,low,7,2,0.2857142857142857,0.0,0.5,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,60.0,62.0,60.833333333333336,Mid,mid,3,0,0.0,0.0,0.0,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,62.0,64.0,62.5,Low,low,2,2,1.0,1.0,1.0,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
5.0,62.0,64.0,62.5,Mid,mid,1,1,1.0,1.0,1.0,False,True,break ties by most recent state within trailing window,use available prior history if age >= 1 s; otherwise exclude interval,physical_fixture_id,500,physical-fixture bootstrap percentile 95% CI,pooled all-fixture empirical,none; pooled descriptive panel,False,S0_raw,"one-second termination probability among runs alive at interval start, stratified by recent trailing-window order state",pooled descriptive empirical,,
